station_id,station_name,season,pm25_mean,pm10_mean,no2_mean,pm25_median,pm10_median,no2_median,record_count
STN_001,Alipur,monsoon,29.657826086956522,77.81597826086956,18.882282608695654,27.335,73.865,18.905,92
STN_001,Alipur,post_monsoon,165.48049180327868,326.83180327868854,53.13426229508197,161.75,342.5,59.38,61
STN_001,Alipur,summer,76.84254098360657,198.08442622950818,31.127704918032787,71.56,190.22500000000002,27.435,122
STN_001,Alipur,winter,158.7013333333333,270.33644444444445,49.69655555555555,152.35500000000002,264.565,48.685,90
STN_002,Anand Vihar,monsoon,49.62141304347826,135.84315217391304,36.24913043478261,48.555,113.49000000000001,35.8,92
STN_002,Anand Vihar,post_monsoon,195.82147540983607,402.797868852459,79.17655737704918,215.97,444.04,81.65,61
STN_002,Anand Vihar,summer,71.92819672131148,213.55237704918034,66.57581967213115,68.06,207.135,65.24000000000001,122
STN_002,Anand Vihar,winter,216.1478409090909,359.9129213483146,84.432,200.58999999999997,336.69,79.785,90
STN_003,Ashok Vihar,monsoon,35.91304347826087,92.50641304347826,24.09989130434783,34.730000000000004,90.725,24.835,92
STN_003,Ashok Vihar,post_monsoon,191.24508196721314,320.35770491803277,63.293606557377046,198.36,341.17,59.09,61
STN_003,Ashok Vihar,summer,73.76967213114754,201.20278688524593,41.759098360655734,68.375,199.125,39.11,122
STN_003,Ashok Vihar,winter,188.6581111111111,320.9561111111111,63.08111111111111,169.72500000000002,292.31,61.56,90
STN_004,Aya Nagar,monsoon,26.91717391304348,76.07054347826087,19.352967032967033,23.134999999999998,71.255,17.17,92
STN_004,Aya Nagar,post_monsoon,130.61934426229507,283.663606557377,42.107213114754096,121.07,260.92,37.09,61
STN_004,Aya Nagar,summer,61.37844262295082,176.32254098360656,32.18450819672131,58.065,170.355,31.18,122
STN_004,Aya Nagar,winter,112.14711111111112,214.50033333333332,34.97544444444444,104.735,171.48,30.81,90
STN_005,Bawana,monsoon,39.42576086956522,83.58163043478261,8.59141304347826,36.739999999999995,78.92500000000001,8.125,92
STN_005,Bawana,post_monsoon,217.3060655737705,306.3726229508197,31.520819672131147,223.46,309.25,31.35,61
STN_005,Bawana,summer,87.31213114754098,197.88245901639345,20.621639344262295,77.96,187.95999999999998,19.69,122
STN_005,Bawana,winter,194.2831111111111,280.00444444444446,30.901333333333334,189.07999999999998,273.74,28.695,90
STN_006,Burari Crossing,monsoon,30.35792682926829,65.26121951219513,24.343780487804878,29.24,67.37,24.924999999999997,92
STN_006,Burari Crossing,post_monsoon,181.01868852459015,294.22868852459015,43.87409836065574,173.12,294.35,33.27,61
STN_006,Burari Crossing,summer,61.53916666666667,155.1383193277311,31.2955,55.96,155.03,35.79,122
STN_006,Burari Crossing,winter,147.91755555555557,259.1978888888889,39.922555555555554,134.655,236.70999999999998,19.37,90
STN_007,CRRI Mathura Road,monsoon,27.736304347826085,103.04206521739131,19.390869565217393,27.049999999999997,96.845,16.955,92
STN_007,CRRI Mathura Road,post_monsoon,157.4565573770492,310.7881967213115,32.25639344262295,155.51,330.02,30.04,61
STN_007,CRRI Mathura Road,summer,63.73008196721311,197.1783606557377,48.33581967213115,61.51,204.505,41.97,122
STN_007,CRRI Mathura Road,winter,144.20055555555555,274.356,47.50966666666667,140.685,262.875,43.94,90
STN_009,Chandni Chowk,monsoon,37.641666666666666,85.75719101123596,39.263483146067415,37.105000000000004,85.36,34.32,92
STN_009,Chandni Chowk,post_monsoon,165.22964912280702,360.969649122807,36.89157894736842,175.59,370.92,34.02,61
STN_009,Chandni Chowk,summer,70.22884297520662,133.34466666666668,63.23752380952381,67.46,127.28,58.82,122
STN_009,Chandni Chowk,winter,153.6641379310345,316.3805681818182,64.43329411764705,128.27,288.96000000000004,61.67,90
STN_010,Commonwealth Sports Complex,monsoon,,,,,,,92
STN_010,Commonwealth Sports Complex,post_monsoon,,,,,,,61
STN_010,Commonwealth Sports Complex,summer,,,,,,,122
STN_010,Commonwealth Sports Complex,winter,,,,,,,90
STN_011,DTU,monsoon,22.807717391304347,89.98554054054054,39.44191011235955,22.255000000000003,85.07499999999999,42.51,92
STN_011,DTU,post_monsoon,127.1655737704918,268.1649180327869,46.712786885245905,96.61,274.1,47.37,61
STN_011,DTU,summer,50.020250000000004,206.02578512396693,32.743442622950816,47.91,203.87,35.855000000000004,122
STN_011,DTU,winter,130.79466666666667,286.3041111111111,42.17622222222222,81.35,274.855,41.394999999999996,90
STN_012,Dr. Karni Singh Shooting Range,monsoon,27.71771739130435,75.5716304347826,31.56782608695652,26.17,73.85499999999999,30.745,92
STN_012,Dr. Karni Singh Shooting Range,post_monsoon,156.672131147541,265.5388524590164,68.15737704918034,150.54,260.17,68.36,61
STN_012,Dr. Karni Singh Shooting Range,summer,56.37330578512397,162.4318181818182,42.11289256198347,53.67,160.54,42.78,122
STN_012,Dr. Karni Singh Shooting Range,winter,161.97733333333332,250.23633333333333,65.62033333333333,158.5,238.835,63.599999999999994,90
STN_013,Dwarka-Sector 8,monsoon,31.858695652173914,108.53782608695651,33.15869565217391,30.494999999999997,107.79499999999999,32.985,92
STN_013,Dwarka-Sector 8,post_monsoon,163.44754098360656,325.63573770491803,75.67573770491803,164.0,340.42,78.29,61
STN_013,Dwarka-Sector 8,summer,70.05696721311476,198.74516393442622,49.306393442622955,67.72999999999999,199.83,47.285,122
STN_013,Dwarka-Sector 8,winter,172.49466666666666,280.7825555555556,74.70133333333334,164.525,275.92,72.73500000000001,90
STN_014,IGI Airport (T3),monsoon,29.036388888888887,95.97208333333333,50.71763888888889,26.795,94.44,50.41,92
STN_014,IGI Airport (T3),post_monsoon,121.47459016393442,287.13573770491803,127.41786885245901,119.13,297.73,128.35,61
STN_014,IGI Airport (T3),summer,54.92632653061224,150.84540816326532,62.0430612244898,52.425,149.61,61.739999999999995,122
STN_014,IGI Airport (T3),winter,120.91033333333334,245.47655555555554,58.60944444444445,115.6,231.26,53.68,90
STN_015,IGNOU_Maidan Garhi,monsoon,,,,,,,92
STN_015,IGNOU_Maidan Garhi,post_monsoon,,,,,,,61
STN_015,IGNOU_Maidan Garhi,summer,,,,,,,122
STN_015,IGNOU_Maidan Garhi,winter,,,,,,,90
STN_016,"IHBAS, Dilshad Garden",monsoon,29.073804347826087,67.00336956521738,41.19543478260869,27.09,64.72,38.34,92
STN_016,"IHBAS, Dilshad Garden",post_monsoon,111.05803278688525,246.5044262295082,46.73508196721312,103.43,240.53,42.63,61
STN_016,"IHBAS, Dilshad Garden",summer,61.29606557377049,140.31573770491804,43.04114754098361,60.275,135.24,37.78,122
STN_016,"IHBAS, Dilshad Garden",winter,116.87418604651162,226.2836046511628,49.40953488372093,94.24,198.37,38.62,90
STN_017,IIT Delhi,post_monsoon,,,,,,,30
STN_017,IIT Delhi,winter,159.85032258064516,261.9145161290323,57.10935483870968,146.53,248.49,51.06,31
STN_018,IMD Lodhi Road,monsoon,23.94771186440678,66.96135593220339,55.93,23.155,64.2,52.269999999999996,184
STN_018,IMD Lodhi Road,post_monsoon,117.39991803278689,217.08360655737707,49.62247933884297,113.38,224.315,35.44,122
STN_018,IMD Lodhi Road,summer,59.88380165289256,137.3355785123967,42.33459821428572,55.459999999999994,130.825,32.12,244
STN_018,IMD Lodhi Road,winter,122.21704142011835,223.7280473372781,62.52333333333334,114.59,208.82,66.215,180
STN_019,ITO,monsoon,35.44845238095238,59.229166666666664,67.38456521739131,33.905,52.325,67.19,92
STN_019,ITO,post_monsoon,172.08868852459017,246.20508196721312,75.32950819672132,156.27,237.95,74.77,61
STN_019,ITO,summer,65.11628099173554,135.0488429752066,49.02685950413223,62.41,130.85,41.32,122
STN_019,ITO,winter,164.07555555555555,230.4271111111111,90.557,148.49,201.685,81.66,90
STN_020,JNU,monsoon,,,,,,,92
STN_020,JNU,post_monsoon,,,,,,,61
STN_020,JNU,summer,,,,,,,122
STN_020,JNU,winter,,,,,,,90
STN_021,Jahangirpuri,monsoon,59.67521739130434,133.065,17.84804347826087,55.56,134.82999999999998,15.54,92
STN_021,Jahangirpuri,post_monsoon,209.75606557377048,368.47639344262296,81.60704918032786,197.38,377.71,76.16,61
STN_021,Jahangirpuri,summer,86.54114754098362,246.48032786885244,48.05918032786885,84.25,246.73000000000002,36.30500000000001,122
STN_021,Jahangirpuri,winter,209.99755555555555,344.76233333333334,66.03288888888889,188.805,333.245,57.47,90
STN_022,Jawaharlal Nehru Stadium,monsoon,21.823555555555554,85.1445054945055,44.738351648351646,20.365000000000002,71.08,42.62,92
STN_022,Jawaharlal Nehru Stadium,post_monsoon,153.74573770491804,296.71016393442625,79.1655737704918,151.76,288.17,82.06,61
STN_022,Jawaharlal Nehru Stadium,summer,43.1627868852459,159.52573770491801,53.5072131147541,41.644999999999996,153.25,51.435,122
STN_022,Jawaharlal Nehru Stadium,winter,148.66655555555556,262.7921111111111,73.855,139.28,240.93,72.31,90
STN_023,Major Dhyan Chand National Stadium,monsoon,30.541739130434784,72.11142857142858,28.963043478260868,30.58,66.0,28.689999999999998,92
STN_023,Major Dhyan Chand National Stadium,post_monsoon,139.82557377049181,258.96098360655736,71.22999999999999,135.85,268.08,74.96,61
STN_023,Major Dhyan Chand National Stadium,summer,61.34909836065574,150.4143442622951,49.982295081967216,60.980000000000004,143.855,46.16,122
STN_023,Major Dhyan Chand National Stadium,winter,156.50044444444444,250.39266666666666,66.32166666666666,150.09,238.54,64.695,90
STN_024,Mandir Marg,monsoon,33.33076923076923,75.98489130434783,17.93565217391304,33.49,75.42,17.21,92
STN_024,Mandir Marg,post_monsoon,138.71786885245902,227.06639344262294,35.981475409836065,131.25,218.62,25.5,61
STN_024,Mandir Marg,summer,54.7694262295082,124.3572131147541,62.86266666666667,51.095,122.31,41.75,122
STN_024,Mandir Marg,winter,141.53933333333333,222.44311111111114,99.00322222222223,124.69999999999999,211.75,90.97,90
STN_025,Mundka,monsoon,29.41217391304348,142.59771739130434,25.87315217391304,27.86,144.01999999999998,26.105,92
STN_025,Mundka,post_monsoon,189.39885245901638,305.5973770491803,77.34229508196721,179.58,325.36,89.19,61
STN_025,Mundka,summer,79.34590163934426,279.4411475409836,41.76155737704918,69.79,270.59000000000003,39.540000000000006,122
STN_025,Mundka,winter,199.76922222222223,354.9914444444444,59.93644444444444,188.0,343.06,55.845,90
STN_026,NSIT Dwarka,monsoon,29.84695652173913,60.73397727272727,36.37119565217392,24.93,60.730000000000004,34.455,92
STN_026,NSIT Dwarka,post_monsoon,93.1416393442623,222.93622950819673,60.802950819672134,100.93,238.96,63.14,61
STN_026,NSIT Dwarka,summer,68.74393442622952,149.2417355371901,40.14172131147541,65.845,147.1,39.31,122
STN_026,NSIT Dwarka,winter,109.21688888888889,250.35644444444443,47.359111111111105,101.305,223.11,48.760000000000005,90
STN_027,NSUT Jaffarpur,monsoon,,,,,,,92
STN_027,NSUT Jaffarpur,post_monsoon,,,,,,,61
STN_027,NSUT Jaffarpur,summer,,,,,,,122
STN_027,NSUT Jaffarpur,winter,,,,,,,90
STN_028,Najafgarh,monsoon,26.24141304347826,66.31119565217391,26.44086956521739,23.924999999999997,63.45,22.43,92
STN_028,Najafgarh,post_monsoon,132.58803278688524,199.17688524590164,82.86770491803279,128.96,202.21,83.27,61
STN_028,Najafgarh,summer,60.934672131147536,151.09540983606556,46.00926229508197,59.894999999999996,150.535,48.59,122
STN_028,Najafgarh,winter,124.03755555555554,170.38322222222223,65.00655555555555,114.575,157.155,63.5,90
STN_029,Narela,monsoon,33.04413043478261,85.32706521739131,14.548478260869565,31.744999999999997,81.46,13.559999999999999,92
STN_029,Narela,post_monsoon,186.30311475409835,301.86426229508197,34.380327868852454,179.41,320.97,32.27,61
STN_029,Narela,summer,80.9417213114754,199.7877868852459,26.638196721311477,73.905,182.31,24.8,122
STN_029,Narela,winter,172.70577777777777,272.20222222222225,22.58111111111111,163.805,255.42000000000002,23.225,90
STN_030,Nehru Nagar,monsoon,32.77369565217391,80.01467391304348,20.448695652173914,30.875,77.33500000000001,21.09,92
STN_030,Nehru Nagar,post_monsoon,185.21409836065573,291.3359016393443,50.73590163934426,189.08,291.75,52.99,61
STN_030,Nehru Nagar,summer,64.82581967213115,174.49368852459017,37.302295081967216,63.08,168.76999999999998,35.27,122
STN_030,Nehru Nagar,winter,198.7036666666667,301.35044444444446,48.434000000000005,198.44,295.605,48.879999999999995,90
STN_031,"North Campus, DU",monsoon,33.025,88.24326086956522,26.427934782608695,31.43,82.755,24.5,92
STN_031,"North Campus, DU",post_monsoon,160.97180327868853,276.98918032786884,69.39032786885247,158.03,279.18,55.58,61
STN_031,"North Campus, DU",summer,63.669262295081964,173.5932786885246,34.3872131147541,59.394999999999996,173.60500000000002,27.21,122
STN_031,"North Campus, DU",winter,153.1942222222222,270.3233333333333,59.307222222222215,138.625,254.61,50.405,90
STN_032,Okhla Phase-2,monsoon,26.109891304347826,101.24815217391304,28.669021739130436,24.25,97.655,27.415,92
STN_032,Okhla Phase-2,post_monsoon,156.88655737704917,296.54803278688524,92.42868852459016,158.27,306.98,84.39,61
STN_032,Okhla Phase-2,summer,60.462786885245905,203.2532786885246,49.03366666666667,56.92,192.69,46.035,122
STN_032,Okhla Phase-2,winter,173.34477777777778,289.44544444444443,81.80722222222222,166.17,272.52,66.305,90
STN_033,Patparganj,monsoon,30.931098901098903,98.19461538461537,24.87425287356322,29.21,91.88,23.47,92
STN_033,Patparganj,post_monsoon,171.44,319.61573770491805,83.85032786885246,168.54,339.04,87.42,61
STN_033,Patparganj,summer,61.28893442622951,204.29032786885244,40.215327868852455,58.269999999999996,200.73000000000002,35.885000000000005,122
STN_033,Patparganj,winter,179.323,293.46355555555556,64.6031111111111,173.5,288.625,62.85,90
STN_034,Punjabi Bagh,monsoon,31.45076923076923,89.41322222222222,22.048681318681318,30.0,88.58500000000001,21.42,92
STN_034,Punjabi Bagh,post_monsoon,187.82517241379313,319.7087931034483,42.29275862068965,199.345,328.79,42.620000000000005,61
STN_034,Punjabi Bagh,summer,70.11149999999999,162.21841666666666,35.66541666666667,66.095,155.035,37.25,122
STN_034,Punjabi Bagh,winter,183.56466666666665,289.8453333333333,47.6003488372093,168.39,272.73,42.775,90
STN_035,Pusa (DPCC),monsoon,27.191195652173914,103.85097826086958,31.8675,25.98,100.60499999999999,29.28,92
STN_035,Pusa (DPCC),post_monsoon,156.14639344262295,287.53,69.54934426229508,151.48,288.88,69.76,61
STN_035,Pusa (DPCC),summer,51.97418032786886,162.62647540983608,48.1733606557377,52.585,155.27,47.455,122
STN_035,Pusa (DPCC),winter,154.09666666666666,274.791,71.62811111111111,151.875,273.19500000000005,71.22999999999999,90
STN_036,Pusa (IITM),monsoon,27.953478260869563,69.03402173913044,11.295326086956523,26.060000000000002,64.345,10.93,92
STN_036,Pusa (IITM),post_monsoon,149.18967213114755,245.56819672131147,49.43655737704918,138.03,229.68,52.25,61
STN_036,Pusa (IITM),summer,54.96826446280991,144.94900826446283,33.477833333333336,51.07,137.93,29.189999999999998,122
STN_036,Pusa (IITM),winter,137.19977528089888,235.471797752809,47.13932584269663,128.98,233.82,44.05,90
STN_037,R K Puram,monsoon,40.32858695652174,86.9329347826087,27.24326086956522,38.495,81.195,27.12,92
STN_037,R K Puram,post_monsoon,177.9049180327869,275.10885245901636,60.6827868852459,178.04,277.5,62.42,61
STN_037,R K Puram,summer,69.99000000000001,178.88,36.38438016528926,68.75,172.21,34.95,122
STN_037,R K Puram,winter,181.86977777777778,280.3246666666667,51.70388888888889,174.48,269.03999999999996,50.260000000000005,90
STN_038,Rohini,monsoon,33.06576086956522,96.81576086956521,19.219565217391306,31.71,93.145,18.835,92
STN_038,Rohini,post_monsoon,201.35114754098362,352.2850819672131,31.198032786885246,214.02,366.0,23.1,61
STN_038,Rohini,summer,73.56188524590164,215.77131147540982,39.99688524590164,66.325,213.23000000000002,36.459999999999994,122
STN_038,Rohini,winter,200.63533333333334,311.7197777777778,50.846999999999994,178.79500000000002,281.53499999999997,47.43,90
STN_039,Shadipur,monsoon,50.4804347826087,75.31195652173913,57.87347826086956,46.120000000000005,67.655,59.775000000000006,92
STN_039,Shadipur,post_monsoon,113.5388524590164,291.7401639344263,77.72803278688524,122.49,280.67,78.11,61
STN_039,Shadipur,summer,84.225,170.86516666666665,65.05975,77.995,164.31,68.09,122
STN_039,Shadipur,winter,127.93546511627908,255.74232558139536,64.40290697674418,118.425,250.39499999999998,65.975,90
STN_040,Sirifort,monsoon,31.273478260869563,92.59695652173913,36.51844444444444,30.97,89.875,36.23,92
STN_040,Sirifort,post_monsoon,158.7765573770492,299.2601639344262,41.17803278688525,171.92,311.42,41.34,61
STN_040,Sirifort,summer,74.26245762711864,205.00254098360656,35.59434426229508,71.91499999999999,202.25,35.989999999999995,122
STN_040,Sirifort,winter,178.37333333333333,284.06100000000004,38.025,168.06,269.77,36.09,90
STN_041,Sonia Vihar,monsoon,37.5179347826087,89.75695652173913,21.498804347826088,34.915,91.10499999999999,18.735,92
STN_041,Sonia Vihar,post_monsoon,173.26147540983607,273.5204918032787,38.40245901639344,177.83,273.12,37.75,61
STN_041,Sonia Vihar,summer,59.864830508474576,176.94471074380166,33.211333333333336,56.15,172.92,30.35,122
STN_041,Sonia Vihar,winter,151.71955555555556,260.5897777777778,45.407222222222224,126.31,239.16500000000002,45.05,90
STN_042,Sri Aurobindo Marg,monsoon,22.82554347826087,63.046195652173914,18.064239130434782,21.475,63.165,17.83,92
STN_042,Sri Aurobindo Marg,post_monsoon,119.90704918032787,201.1765573770492,25.215409836065575,100.12,203.96,23.32,61
STN_042,Sri Aurobindo Marg,summer,53.84710743801653,139.63834710743802,32.57504132231405,53.11,135.43,32.33,122
STN_042,Sri Aurobindo Marg,winter,123.78255555555556,217.32677777777778,40.867777777777775,109.63,212.885,38.67,90
STN_043,Talkatora Garden,monsoon,,,,,,,92
STN_043,Talkatora Garden,post_monsoon,,,,,,,61
STN_043,Talkatora Garden,summer,,,,,,,122
STN_043,Talkatora Garden,winter,,,,,,,90
STN_044,Vivek Vihar,monsoon,31.016153846153845,87.32351648351649,23.24802197802198,27.9,84.16,21.93,92
STN_044,Vivek Vihar,post_monsoon,200.35098360655738,317.58163934426227,56.84770491803279,216.68,324.0,58.38,61
STN_044,Vivek Vihar,summer,65.05819672131148,176.54652892561984,32.71892561983471,60.725,168.77,31.72,122
STN_044,Vivek Vihar,winter,203.61566666666667,315.5291111111111,50.705222222222226,188.66,295.005,50.41,90
STN_045,Wazirpur,monsoon,43.33163043478261,146.44826086956522,32.95532608695652,40.33,153.64499999999998,30.59,92
STN_045,Wazirpur,post_monsoon,211.64442622950818,415.68459016393444,69.95934426229509,215.29,443.5,70.59,61
STN_045,Wazirpur,summer,81.4327049180328,254.41983606557378,72.87639344262296,76.30000000000001,244.48,75.24,122
STN_045,Wazirpur,winter,205.93466666666666,365.61855555555553,83.435,187.98000000000002,342.11,78.745,90
